youtube_video_id,start_seconds,end_seconds,title_original,decision,decision_reason_he
FQp-0v2ddQ0,285,362,Hill Stall Recovery,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
FQp-0v2ddQ0,362,412,Wrap-up,remove_generic,כותרת סיכום כללית שאינה מסייעת לניווט מקצועי.
_fddOX-CZXI,0,44,Welcome,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
_fddOX-CZXI,44,105,Technique #1,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_fddOX-CZXI,105,162,Technique #2,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_fddOX-CZXI,162,273,Technique #3,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
dRvofOL3eaI,10,73,Start Smart: Introduction to Motorcycle Lift Techniques,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
dRvofOL3eaI,73,120,Technique #1: Back Squat Lift for Heavy Bikes,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
dRvofOL3eaI,120,181,Technique #2: Front Squat Pick-Up for Tricky Terrain,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
dRvofOL3eaI,181,211,Technique #3: Bar Lift for Limited Mobility,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
dRvofOL3eaI,211,291,Technique #4: Ask a Friend for Quick Help,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,0,24,A Rocky Hill,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,24,70,Vision,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,70,215,Momentum Uphill,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,215,265,Body Position Uphill,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,265,360,Steering Uphill,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,360,450,Downhill Braking,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,450,510,Engine Off,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,510,526,Momentum Downhill,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,526,580,Body Position Downhill,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Dv8cfbJ09Uw,580,613,Practice!,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
WkeMWUDkqgc,25,99,Preparing your bike & toolkit,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
WkeMWUDkqgc,99,171,Develop your riding technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
WkeMWUDkqgc,171,369,Water crossing technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
WkeMWUDkqgc,369,587,Fixing a drowned bike,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,0,79,Overview of tips,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,79,142,Tip 1 Momentum,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,142,220,Tip 2 Reading Sand,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,220,268,Tip 3 Vision,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,268,323,Tip 4 Body Position,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,323,367,Tip 5 2nd Gear,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,367,406,Tip 6 Stopping,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,406,485,Tip 7 Tire Pressure,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,485,506,Tip 8 Walk the Bike,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
OrPiMSJWZ5o,506,548,Conclusion & Bloopers,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
CD8zbN_lpHQ,132,261,Approach,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
CD8zbN_lpHQ,261,323,Exit,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
CD8zbN_lpHQ,323,493,Technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
CD8zbN_lpHQ,493,555,Review,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,0,60,Ruts Intro,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,60,120,Make the Rut Your Road,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,120,160,Sitting,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,160,230,Standing,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,230,285,Vision,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,285,350,Traction,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,350,440,Hills,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,440,576,Crossing,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
py2_NwJCzN0,576,624,Summary,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
Z4G8NxyI4I8,0,33,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
Z4G8NxyI4I8,33,120,Obstacles,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Z4G8NxyI4I8,120,342,Approach,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Z4G8NxyI4I8,342,430,Kicker,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Z4G8NxyI4I8,430,507,Wheelie,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Z4G8NxyI4I8,507,745,Log,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,36,110,1. Not looking where you’re going...,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,110,176,2. Waiting too long to stand...,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,176,237,3. Not taking the time to sit and go slow...,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,237,295,4. Too much tension and freezing up,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,295,339,5. Micromanaging the bike,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,339,415,6. Incorrect bike set-up,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,415,469,7. Using the brakes too much,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,469,520,8. Not buffering the clutch to stabilize the bike,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,520,590,9. Shifting your weight too far back,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,590,686,10. Accelerating instead of maintaining momentum,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,686,758,11. Chopping the throttle,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,758,822,12. Not dabbing to fix body position,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,822,961,13. Blaming the bike or tires,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
9og820RWDao,961,1114,14. Not practicing until you enjoy it,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
T-NlEZr1-ws,0,76,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
T-NlEZr1-ws,76,232,Riding Downhill,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
T-NlEZr1-ws,232,385,Braking,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
T-NlEZr1-ws,385,587,Rain Rods,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Fo75lHpLBOM,0,69,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
Fo75lHpLBOM,69,156,Basics,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Fo75lHpLBOM,156,363,Rake Trail,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
Fo75lHpLBOM,363,494,Attitude,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
AVbt7M2xHQ4,49,77,How To Use Your Brakes,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
AVbt7M2xHQ4,77,160,Learning To Brake Well,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
AVbt7M2xHQ4,160,171,Body Position,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
AVbt7M2xHQ4,171,193,Body Position To Adapt,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
AVbt7M2xHQ4,193,346,Understanding the Tools,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
SXJZ_kYGLRY,0,30,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
SXJZ_kYGLRY,30,111,Read the Terrain,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
SXJZ_kYGLRY,111,166,Get the Bike Across,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
SXJZ_kYGLRY,166,240,Take Your Time,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
SXJZ_kYGLRY,240,272,Physical Strength,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
SXJZ_kYGLRY,272,347,Not Losing Sight,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
SXJZ_kYGLRY,347,384,Outro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
yRY9-sKUUZ4,0,129,Introduction,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
yRY9-sKUUZ4,129,155,GET TO KNOW YOUR BIKE,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,155,201,CAN THE BIKE HANDLE IT?,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,201,257,GET UP TO GET OVER,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,257,305,IS YOUR TRACTION CONTROL OFF?,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,305,340,PRACTICE YOUR TIMING,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,340,370,HOW SOFT IS THE TERRAIN?,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,370,455,GRIP WITH YOUR LEGS,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,455,480,POWER THROUGH,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,480,499,WHAT'S BEYOND THE OBSTACLE?,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
yRY9-sKUUZ4,499,574,PRACTICE SOMEWHERE FAMILIAR,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
oOD9NnTevH0,0,18,Welcome to Borrego Springs California,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
oOD9NnTevH0,18,58,Meet Cassie Maier - Pro Moto Instructor,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
oOD9NnTevH0,58,165,Standard Motorcycle Mounting Technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
oOD9NnTevH0,165,220,Cowboy Motorcycle Mounting Technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
oOD9NnTevH0,220,360,Balanced Motorcycle Mounting Technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
oOD9NnTevH0,360,460,Rolling Motorcycle Mounting Technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
oOD9NnTevH0,460,581,Rolling Motorcycle Dismounting Technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
fPBC3-rB994,135,160,controls throttle and clutch,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
fPBC3-rB994,160,204,trailing off the throttle,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
fPBC3-rB994,204,271,trailing both front and rear brake,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
CI6h7XtyINY,0,94,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
CI6h7XtyINY,94,150,Preload,remove_with_record,הפרק הוסר יחד עם רשומה שהוחלפה לשיפור כיסוי החיפוש; לא נטען שהוא גנרי.
CI6h7XtyINY,150,211,Compression,remove_with_record,הפרק הוסר יחד עם רשומה שהוחלפה לשיפור כיסוי החיפוש; לא נטען שהוא גנרי.
CI6h7XtyINY,211,324,Rebound,remove_with_record,הפרק הוסר יחד עם רשומה שהוחלפה לשיפור כיסוי החיפוש; לא נטען שהוא גנרי.
iLqs-fA7RRk,0,83,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
iLqs-fA7RRk,83,335,Approach,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
iLqs-fA7RRk,335,443,Failure,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
iLqs-fA7RRk,443,715,Stuck,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
187PCpqGp74,0,53,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
187PCpqGp74,53,131,Traction,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
187PCpqGp74,131,250,Braking,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
187PCpqGp74,250,343,Weight Transfer,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
187PCpqGp74,343,368,Example,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
187PCpqGp74,368,405,Summary,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
gOsYp0-dBuc,0,45,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
gOsYp0-dBuc,45,317,Climbing,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
gOsYp0-dBuc,317,548,Hill Climb,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
gOsYp0-dBuc,548,662,Outro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
fzzstihkRXI,0,93,Intro,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
fzzstihkRXI,93,373,The technique,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
fzzstihkRXI,373,672,On the trail,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
ZGS_MoW7yps,251,446,put some material underneath,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
ZGS_MoW7yps,446,515,take a trench out into the back wheel,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
ZGS_MoW7yps,515,612,keep the bike from moving,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
ZGS_MoW7yps,612,634,let off the clutch in the brake,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
ZGS_MoW7yps,634,768,pivot on the side stand,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
qrPj0Tr1r74,98,160,BODY POSITIONING,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
qrPj0Tr1r74,160,197,Smooth throttle & clutch,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
qrPj0Tr1r74,197,320,Find the best speed,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
qrPj0Tr1r74,320,350,"Stuck? Pivots for front wheel, rocking for the rear wheel",keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
qrPj0Tr1r74,350,366,CHALLENGE YOURSELF,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
qrPj0Tr1r74,366,412,Look for wet slippery rocks,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
60isWQSlMg0,0,36,Introduction,remove_generic,כותרת ניווט כללית שאינה מתארת תוכן לימודי.
60isWQSlMg0,36,227,Lesson,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
60isWQSlMg0,227,578,Tips,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,0,45,Positioning behind large vehicles,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,45,63,Positioning behind normal sized vehicles (cars),keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,63,111,Positioning in multi-lane traffic,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,111,160,Speed control. We later identified quite a significant difference in speedo readings),keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,160,227,Roundabouts & dual carriageways,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,227,246,Position for oncoming traffic,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,246,265,Position for turning left,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,265,273,Timing of acceleration for changes of speed limit,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,273,339,Positioning for bends,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,339,368,Position 2 or 3 as the 'normal riding position' at advanced level?,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,368,424,Observations for moving position,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,424,433,"Watching wheels, covering horn, move position for nearside hazard",keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,433,464,Positioning for bends,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,464,478,Using hedge lines to plan ahead,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,478,523,Using limit points to plan for bends,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,523,533,Consider unseen hazards,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,533,569,Right turn position,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,569,628,Positioning for bends,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,628,648,Holding position when hazards present on the left and no oncoming danger,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,648,664,Passing long lines of parked vehicles,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,664,735,Turning left,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,735,763,Mirror checks,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,763,806,Tight bends,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,806,831,Gear changing,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,831,898,Tight bends then sweeping bends,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,898,910,Reading road signs and speed limits,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,910,1072,Bend positioning,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,1072,1120,Limit points and reading the bend,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,1120,1128,Positioning for passing parked vehicles,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,1128,1155,Hazardous loading on vehicles,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,1155,1167,Passing junctions on the offside whilst passing parked vehicles,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
_ZH6lgTmpCs,1167,1181,Equalise the danger between nearside and offside,keep_verified,פרק YouTube אמיתי שמתאר נושא לימודי ספציפי; הזמנים נשמרו ללא שינוי.
